course_code,course_name,track_type,completion_type,department_id,department_name,raw_classification,raw_department_token
2150404002,거시조직론,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150404003,거시조직론,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150404004,거시조직론,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150433401,프로세스관리,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150433402,프로세스관리,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150433403,프로세스관리,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150433404,프로세스관리,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150433701,의사결정과학,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150433702,의사결정과학,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150433703,의사결정과학,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150446401,품질경영,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150446402,품질경영,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150446403,품질경영,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150446404,품질경영,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150446405,품질경영,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150446406,품질경영,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150446407,품질경영,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150547201,서비스마케팅,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150547202,서비스마케팅,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150547203,서비스마케팅,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150547204,서비스마케팅,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150612401,국제경영사례,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150612402,국제경영사례,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150612403,국제경영사례,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150612404,국제경영사례,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150642701,재무회계,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150642702,재무회계,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150642703,재무회계,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150644001,Entrepreneurship,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150644002,Entrepreneurship,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150672701,소비자행동론,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150672702,소비자행동론,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150672703,소비자행동론,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150672704,소비자행동론,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150672801,국제경영과금융,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150672802,국제경영과금융,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150811701,창의적문제해결과비즈니스모델링,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150811702,창의적문제해결과비즈니스모델링,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150811801,경영정보시스템전략,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150820101,파생상품투자,DOUBLE_MAJOR,ELECTIVE,11,경영학부,복선,경영학부
2150107601,경영정보시스템,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150107602,경영정보시스템,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150107603,경영정보시스템,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150107604,경영정보시스템,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150107605,경영정보시스템,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150107606,경영정보시스템,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150107607,경영정보시스템,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150191201,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150191202,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150191203,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150191204,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150191205,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150191206,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150191207,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150202601,조직행동론,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150202602,조직행동론,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150202603,조직행동론,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150202604,조직행동론,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150202605,조직행동론,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150202606,조직행동론,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150202607,조직행동론,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150230701,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150230702,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150230703,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150230704,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150230705,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150230706,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150230707,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150230708,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150287001,관리경제,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150287002,관리경제,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150287003,관리경제,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150287004,관리경제,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150287005,관리경제,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150338201,마케팅,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150338202,마케팅,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150338203,마케팅,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150338204,마케팅,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150338205,마케팅,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150518701,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150567301,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150567302,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150567303,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150567304,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150567306,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150567307,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150567308,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568101,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568102,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568103,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568104,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568105,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568106,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568107,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568108,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150568109,경영수리와통계,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150641701,경영학의이해,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150641901,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150642001,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150642002,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150642004,회계원리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150643001,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150643002,재무관리,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150643501,마케팅,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150643502,마케팅,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150811401,오퍼레이션매니지먼트,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150811402,오퍼레이션매니지먼트,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150811403,오퍼레이션매니지먼트,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150811404,오퍼레이션매니지먼트,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150811405,오퍼레이션매니지먼트,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150811406,오퍼레이션매니지먼트,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150811407,오퍼레이션매니지먼트,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
5010247401,비즈니스커뮤니케이션,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
5010247402,비즈니스커뮤니케이션,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
5010247403,비즈니스커뮤니케이션,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
5010247404,비즈니스커뮤니케이션,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
5010247405,비즈니스커뮤니케이션,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
5010247406,비즈니스커뮤니케이션,DOUBLE_MAJOR,REQUIRED,11,경영학부,복필,경영학부
2150129401,노동경제학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150129402,노동경제학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150156501,비교경제제도론,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150169401,경제수학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150169402,경제수학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150169403,경제수학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150191901,빅데이터로이해하는공공경제학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150191902,빅데이터로이해하는공공경제학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150288501,경제학설사,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150353301,산업조직과공정거래,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150353302,산업조직과공정거래,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150434401,기업경제학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150434402,기업경제학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150434501,디지털경제와화폐금융,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150434502,디지털경제와화폐금융,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150441801,경영학의이해,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150518901,경제통계와데이터분석,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150518902,경제통계와데이터분석,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150518903,경제통계와데이터분석,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150547001,AI·빅데이터기반경제이슈분석,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150547002,AI·빅데이터기반경제이슈분석,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150569701,부동산경제학,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150619601,경제학특강,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150619602,경제학특강,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
5022183901,금융경제실무특강,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
5022183902,금융경제실무특강,DOUBLE_MAJOR,ELECTIVE,19,경제학과,복선,경제
2150267101,미시경제학,DOUBLE_MAJOR,REQUIRED,19,경제학과,복필,경제
2150267102,미시경제학,DOUBLE_MAJOR,REQUIRED,19,경제학과,복필,경제
2150267103,미시경제학,DOUBLE_MAJOR,REQUIRED,19,경제학과,복필,경제
2150267104,미시경제학,DOUBLE_MAJOR,REQUIRED,19,경제학과,복필,경제
5010210701,경제원론,DOUBLE_MAJOR,REQUIRED,19,경제학과,복필,경제
5010210702,경제원론,DOUBLE_MAJOR,REQUIRED,19,경제학과,복필,경제
5010210703,경제원론,DOUBLE_MAJOR,REQUIRED,19,경제학과,복필,경제
5010210704,경제원론,DOUBLE_MAJOR,REQUIRED,19,경제학과,복필,경제
2150120801,국어문법론,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150120802,국어문법론,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150121001,국어음운론,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150121002,국어음운론,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150169901,한국사상과현대문학,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150190501,현대시와미의식,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150214801,고전문학사,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150222801,현대소설론,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150222802,현대소설론,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150301501,문학이란무엇인가,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150301502,문학이란무엇인가,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150461301,현대소설강독,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150461302,현대소설강독,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150517201,국어연구의기초,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150517202,국어연구의기초,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150517301,전공한문의기초,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150517302,전공한문의기초,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150529101,"문학,놀이,상상력",DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150529102,"문학,놀이,상상력",DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150529201,고전소설론,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150562301,담화와텍스트,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150569401,세계문학과한국문학,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150569402,세계문학과한국문학,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150569601,고전문학과콘텐츠,DOUBLE_MAJOR,ELECTIVE,42,국어국문학과,복선,국문
2150542201,국어의역사,DOUBLE_MAJOR,REQUIRED,42,국어국문학과,복필,국문
2150542301,구비문학의이해,DOUBLE_MAJOR,REQUIRED,42,국어국문학과,복필,국문
2150542302,구비문학의이해,DOUBLE_MAJOR,REQUIRED,42,국어국문학과,복필,국문
2150009901,국제물류관리론,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150012301,수출입통관과관세,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150033901,국제거시경제이론,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150155301,ESG경영전략,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150655201,경제원론,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150655202,경제원론,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150662301,글로벌경영의이해,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150662501,해외금융시장의이해,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150670601,국제통상법,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150675801,국제결제론,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150676001,국제마케팅,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150676101,국제운송실무,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150682501,국제금융이론,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150693501,중국투자론,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150693601,국제전자무역,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150916901,국제상무의이해,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150916902,국제상무의이해,DOUBLE_MAJOR,ELECTIVE,20,국제무역학과,복선,국제무역
2150916801,국제통상개론,DOUBLE_MAJOR,REQUIRED,20,국제무역학과,복필,국제무역
2150916802,국제통상개론,DOUBLE_MAJOR,REQUIRED,20,국제무역학과,복필,국제무역
2150033501,채권법특강,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150035001,형법특강,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150046801,International organization & Treaty,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150047001,민사소송법,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150048101,Legal Argument & Writing,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150048301,Antitrust Law,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150554701,Comparative Civil Procedure,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150626501,대륙법과영미법,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150626701,동아시아법,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150644901,Comparative Torts,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150645301,Comparative Criminal Procedure,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150660501,Intellectual Property Law,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150664701,Int'l Business Transaction,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150904601,공법과사법,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150904701,Introduction to Anglo-American Law,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
5023312001,Comparative Constitutional Law,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
5023312301,Comparative Contract,DOUBLE_MAJOR,ELECTIVE,33,국제법무학과,복선,국제법무
2150059401,[심화]Co-op SAP 트랙,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150064501,오픈소스기반고급설계,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150156801,Co-op클라우드트랙,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150177101,Co-op지능형로보틱스트랙,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150451501,디지털미디어원리,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150451502,디지털미디어원리,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150451503,디지털미디어원리,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150451504,디지털미디어원리,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150457701,디지털사운드,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150487601,인공지능,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150509401,졸업프로젝트,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150509402,졸업프로젝트,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150509501,기계학습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150522301,기초조형및실습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150522302,기초조형및실습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150522303,기초조형및실습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150533501,Art & Technology,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150533502,Art & Technology,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150533503,Art & Technology,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150533504,Art & Technology,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150540901,인공지능수학,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150540902,인공지능수학,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150548901,영상처리및실습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150549001,그래픽스프로그래밍및실습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150551201,디지털스토리텔링,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150551202,디지털스토리텔링,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150557401,고급자바프로그래밍및실습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150559701,웹프로그래밍및실습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150559702,웹프로그래밍및실습,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150562101,게임개발방법론,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150562201,인터랙티브애니메이션,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150574901,영상편집론,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150574902,영상편집론,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150574903,영상편집론,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150609301,하이테크마케팅,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150661001,데이터사이언스,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150661002,데이터사이언스,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150673501,영상특수효과,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150673502,영상특수효과,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150679101,피지컬컴퓨팅,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150686001,모바일프로그래밍,DOUBLE_MAJOR,ELECTIVE,3,글로벌미디어학부,복선,글로벌미디어
2150457401,UX/UI디자인,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
2150457402,UX/UI디자인,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
2150457403,UX/UI디자인,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
2150457404,UX/UI디자인,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
2150457405,UX/UI디자인,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
5010232501,프로그래밍1및실습,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
5010232502,프로그래밍1및실습,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
5010232503,프로그래밍1및실습,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
5010232504,프로그래밍1및실습,DOUBLE_MAJOR,REQUIRED,3,글로벌미디어학부,복필,글로벌미디어
2150022201,창의적문제해결(캡스톤디자인),DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150108101,경영학의이해,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150108102,경영학의이해,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150108103,경영학의이해,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150108104,경영학의이해,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150108105,경영학의이해,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150108106,경영학의이해,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150117201,관세론,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150117202,관세론,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150117203,관세론,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150123301,국제거시경제이론,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
2150180201,글로벌통상인의기독교적가치,DOUBLE_MAJOR,ELECTIVE,21,글로벌통상학과,복선,글로벌통상
